SubscriptionID,CustomerID,Tenure,MonthlyCharges,TotalCharges,ChurnFlag
8527,0743-HNPFG,51,69.75,3562.5,0
8528,2277-BKJKN,71,99.2,7213.75,0
8529,9809-IMGCQ,22,96.7,2082.95,1
8530,5208-HFSBT,2,55.05,102.75,1
8531,5035-PGZXH,56,106.8,5914.4,0
8532,8695-WDYEA,1,51.25,51.25,0
8533,6543-JXSOO,23,57.75,1282.85,0
8534,8016-ZMGMO,66,70.85,4738.85,0
8535,8605-ITULD,1,19.55,19.55,0
8536,3254-YRILK,19,88.2,1775.8,1
8537,6416-YJTTB,11,79.5,795.65,0
8538,2667-WYLWJ,8,19.75,145.0,1
8539,4472-VESGY,52,98.15,4993.4,0
8540,2984-AFWNC,3,95.4,293.15,0
8541,8096-LOIST,19,56.2,1093.4,0
8542,3703-VAVCL,2,90.0,190.05,1
8543,3195-TQDZX,3,20.25,61.45,0
8544,3128-YOVTD,51,79.15,4018.55,0
8545,0529-ONKER,15,75.65,1146.65,1
8546,1728-CXQBE,64,94.25,6081.4,0
8547,7041-TXQJH,37,40.2,1478.85,0
8548,5014-GSOUQ,13,19.95,243.65,0
8549,5724-BIDBU,49,55.35,2633.95,0
8550,0481-SUMCB,45,102.15,4735.35,0
8551,1769-GRUIK,18,71.1,1247.75,0
8552,5240-IJOQT,1,74.7,74.7,1
8553,8819-WFGGJ,68,54.1,3794.5,0
8554,7427-AUFPY,54,19.65,1008.7,0
8555,2811-POVEX,23,88.45,2130.55,0
8556,1092-GANHU,17,76.65,1313.55,1
8557,7898-PDWQE,71,80.4,5727.15,0
8558,9972-EWRJS,67,19.25,1372.9,0
8559,9314-IJWSQ,14,84.8,1203.9,0
8560,0661-XEYAN,1,25.8,25.8,1
8561,5799-JRCZO,63,19.5,1215.1,0
8562,1921-KYSAY,41,68.6,2877.05,0
8563,6198-RTPMF,17,92.6,1579.7,0
8564,2924-KHUVI,56,100.55,5514.95,0
8565,7881-EVUAD,2,42.6,72.4,1
8566,9207-ZPANB,37,67.45,2443.3,0
8567,5766-XQXMQ,29,68.85,1970.5,1
8568,9327-QSDED,8,43.55,335.4,0
8569,1656-DRSMG,63,109.85,7002.95,0
8570,1925-GMVBW,5,20.55,96.1,0
8571,6184-DYUOB,3,19.6,55.25,0
8572,3012-VFFMN,7,20.65,158.95,0
8573,0640-YJTPY,72,21.0,1493.75,0
8574,9764-REAFF,59,18.4,1057.85,0
8575,7107-UBYKY,35,25.75,882.55,0
8576,4881-GQJTW,14,19.6,300.4,0
8577,8519-QJGJD,14,75.35,1025.95,1
8578,7876-DNYAP,69,19.8,1436.95,0
8579,7905-NJMXS,7,64.2,475.0,0
8580,2882-WDTBA,69,75.75,5388.15,0
8581,2091-GPPIQ,72,78.95,5730.15,0
8582,6326-MTTXK,8,100.85,819.55,1
8583,5071-FBJFS,4,50.3,217.1,0
8584,2796-UUZZO,63,80.3,4896.35,0
8585,2429-AYKKO,72,19.85,1434.1,0
8586,9798-OPFEM,46,21.1,937.1,0
8587,0330-IVZHA,5,69.95,330.15,1
8588,3794-NFNCH,30,50.0,1474.9,0
8589,5193-QLVZB,63,104.75,6536.5,0
8590,1262-OPMFY,9,75.75,655.9,1
8591,9504-DSHWM,20,59.2,1191.2,0
8592,5035-BVCXS,11,75.9,866.4,0
8593,6267-DCFFZ,30,90.05,2627.2,0
8594,7114-AEOZE,60,19.85,1128.1,0
8595,2886-KEFUM,63,107.5,6873.75,1
8596,5522-NYKPB,25,85.9,2199.05,0
8597,4237-RLAQD,1,45.85,45.85,1
8598,9957-YODKZ,6,80.8,457.1,0
8599,6518-KZXCB,22,25.25,566.5,0
8600,2245-ADZFJ,31,80.55,2471.6,0
8601,7776-QGYJC,39,81.5,3107.3,0
8602,9313-QOLTZ,26,20.9,518.3,0
8603,9651-GTSAQ,53,106.1,5769.75,1
8604,3186-BAXNB,1,91.7,91.7,1
8605,4672-FOTSD,12,67.25,832.3,0
8606,0637-YLETY,16,95.6,1555.65,1
8607,9818-XQCUV,2,20.35,45.3,0
8608,7338-ERIVA,39,45.05,1790.6,0
8609,1157-BQCUW,1,74.95,74.95,1
8610,8259-NFJTV,7,34.65,246.6,0
8611,3223-DWFIO,4,69.35,261.65,0
8612,2660-EMUBI,10,95.35,898.35,1
8613,6968-GMKPR,55,81.55,4509.5,0
8614,4751-ERMAN,72,75.4,5480.25,0
8615,1436-ZMJAN,10,67.8,653.15,0
8616,3292-PBZEJ,11,111.4,1183.05,0
8617,0799-DDIHE,15,46.3,639.45,0
8618,7675-OZCZG,3,45.0,127.1,1
8619,5014-WUQMG,47,96.1,4391.45,0
8620,2003-CKLOR,66,99.5,6710.5,1
8621,0993-OSGPT,68,60.65,3975.9,0
8622,3070-FNFZQ,23,20.4,478.75,0
8623,2812-SFXMJ,1,20.05,20.05,0
8624,5312-TSZVC,15,19.65,270.6,0
8625,9254-RBFON,17,98.6,1704.95,1
8626,1205-WNWPJ,7,59.5,415.95,1
8627,9391-EOYLI,12,80.45,950.2,1
8628,7108-DGVUU,21,71.7,1497.05,0
8629,2782-JEEBU,21,36.0,780.15,0
8630,5127-BZENZ,56,65.2,3512.15,0
8631,2720-FVBQP,6,48.95,273.25,0
8632,9906-NHHVC,65,53.5,3517.9,0
8633,4522-XRWWI,42,80.45,3375.9,0
8634,3766-EJLFL,68,109.05,7508.55,0
8635,5939-SXWHM,48,26.3,1245.05,0
8636,8152-UOBNY,50,106.8,5347.95,0
8637,7351-KYHQH,7,64.95,493.65,0
8638,7643-RCHXS,63,19.35,1263.85,0
8639,8246-SHFGA,17,21.1,385.55,0
8640,8387-MOJJT,42,77.95,3384.0,1
8641,0620-XEFWH,4,18.85,84.2,0
8642,6485-QXWWE,62,26.0,1638.7,0
8643,2761-OCIAX,2,74.7,165.4,1
8644,7321-VGNKU,2,70.35,120.25,0
8645,5327-CNLUQ,48,96.9,4473.45,0
8646,2929-QNSRW,56,98.25,5508.35,1
8647,7552-KEYGT,27,19.55,520.55,0
8648,5816-JMLGY,70,80.4,5717.85,0
8649,3068-OMWZA,1,88.8,88.8,1
8650,2927-QRRQV,46,94.65,4312.5,0
8651,6032-KRXXO,30,90.25,2755.35,1
8652,7459-RRWQZ,15,64.65,994.55,1
8653,6265-SXWBU,69,95.75,6511.25,0
8654,7941-RCJOW,65,19.55,1218.65,0
8655,6374-NTQLP,72,104.1,7447.7,0
8656,4154-AQUGT,13,89.05,1169.35,1
8657,2387-KDZQY,17,20.1,279.5,0
8658,3584-WKTTW,51,111.55,5720.35,0
8659,3399-BMLVW,51,60.5,3121.45,0
8660,1971-DTCZB,72,90.95,6468.6,0
8661,3092-IGHWF,67,87.4,5918.8,1
8662,3374-PZLXD,34,19.7,675.6,0
8663,3813-DHBBB,67,50.95,3521.7,0
8664,2812-REYAT,49,20.05,923.1,0
8665,6518-PPLMZ,53,19.4,1110.35,0
8666,4939-KYYPY,27,59.45,1611.65,0
8667,8017-LXHFA,23,94.75,2293.6,1
8668,5930-GBIWP,69,81.5,5553.25,0
8669,6022-KOUQO,2,29.05,44.75,0
8670,6352-TWCAU,35,86.45,3029.1,1
8671,2361-UPSND,46,70.6,3231.05,0
8672,6035-RIIOM,54,97.2,5129.45,0
8673,3533-UVMOM,68,70.95,4741.45,0
8674,2439-LYPMQ,38,102.6,4009.2,0
8675,4248-QPAVC,17,85.35,1463.45,1
8676,1899-VXWXM,48,106.1,5082.8,1
8677,1478-VPOAD,1,43.8,43.8,0
8678,9995-HOTOH,63,59.0,3707.6,0
8679,2988-PLAHS,3,69.95,220.45,0
8680,1371-OJCEK,48,24.35,1133.7,0
8681,4999-IEZLT,66,29.45,1983.15,0
8682,8883-ANODQ,68,84.4,5746.75,0
8683,4690-LLKUA,17,45.05,770.6,1
8684,2351-RRBUE,7,20.65,134.05,0
8685,5980-BDHPY,72,87.1,6230.1,0
8686,1498-DQNRX,29,19.85,573.05,0
8687,9469-WEJBT,37,90.35,3419.3,0
8688,3331-HQDTW,34,109.8,3587.25,1
8689,9490-DFPMD,42,84.65,3541.35,1
8690,2581-VKIRT,59,65.5,3801.3,0
8691,5442-XSDCW,11,79.5,868.5,1
8692,7426-WEIJX,60,80.95,4859.1,0
8693,2851-MMUTZ,27,56.15,1439.35,0
8694,3049-NDXFL,1,85.8,85.8,1
8695,8580-AECUZ,1,79.1,79.1,1
8696,3307-TLCUD,17,34.4,592.75,0
8697,7963-GQRMY,3,44.3,134.5,1
8698,8189-HBVRW,53,90.8,4921.2,0
8699,1228-FZFRV,50,105.95,5341.8,1
8700,3500-NSDOA,68,70.8,4859.95,0
8701,3761-FLYZI,65,108.8,7082.45,0
8702,6625-FLENO,58,20.75,1185.95,0
8703,2967-MXRAV,1,18.8,18.8,0
8704,4163-KIUHY,35,25.6,901.25,0
8705,1171-TYKUR,47,25.4,1139.2,0
8706,2058-DCJBE,5,69.75,324.6,1
8707,5364-XYIRR,51,94.65,4812.75,1
8708,4829-AUOAX,46,96.05,4399.5,1
8709,1219-NNDDO,9,76.85,663.55,0
8710,8388-DMKAE,8,20.25,174.65,0
8711,4403-BWPAY,14,24.8,321.7,0
8712,9659-QEQSY,45,115.65,5125.5,0
8713,5405-ZMYXQ,8,74.6,548.9,0
8714,5047-LHVLY,1,50.15,50.15,1
8715,1442-OKRJE,66,103.15,7031.3,0
8716,4737-AQCPU,72,72.1,5016.65,0
8717,9158-VCTQB,41,113.6,4594.95,1
8718,2808-CHTDM,23,25.1,611.45,0
8719,6311-UEUME,29,78.9,2384.15,1
8720,0793-TWELN,4,80.15,319.85,0
8721,3283-WCWXT,6,25.4,153.3,0
8722,1060-ENTOF,67,105.4,7035.6,0
8723,0999-QXNSA,7,45.75,344.2,0
8724,4918-FYJNT,55,90.45,5044.8,0
8725,0727-BNRLG,69,97.65,6743.55,0
8726,4854-CIDCF,3,73.85,196.4,0
8727,5451-MHQOF,56,24.45,1431.65,0
8728,4836-WNFNO,72,25.0,1849.2,0
8729,9225-BZLNZ,72,85.25,6083.1,0
8730,0354-VXMJC,23,19.6,426.65,0
8731,4422-QVIJA,35,50.15,1655.35,0
8732,9365-SRSZE,27,70.55,1943.9,0
8733,6839-ITVZJ,26,60.05,1616.15,1
8734,8332-OSJDW,12,26.4,314.95,0
8735,4735-BJKOU,40,20.15,804.85,0
8736,0274-JKUJR,7,58.85,465.7,0
8737,5740-YHGTW,70,97.55,6669.05,0
8738,8917-SZTTJ,60,19.65,1161.75,0
8739,1696-MZVAU,39,25.25,947.75,0
8740,7359-WWYJV,72,114.45,8375.05,0
8741,0375-HVGXO,1,34.7,34.7,1
8742,4906-ZHGPK,54,70.7,3770.0,0
8743,8593-WHYHV,3,85.3,264.8,1
8744,3795-GWTRD,63,75.55,4707.85,0
8745,1298-PHBTI,71,84.8,6152.4,0
8746,6223-DHJGV,42,20.65,958.1,0
8747,6961-MJKBO,47,20.45,943.0,0
8748,6097-EQISJ,66,102.45,6615.15,1
8749,4423-YLHDV,21,104.4,2200.25,1
8750,8158-WPEZG,11,35.65,425.1,0
8751,0107-YHINA,1,99.75,99.75,1
8752,8640-SDGKB,4,74.4,299.7,1
8753,3280-MRDOF,30,69.1,2093.9,0
8754,6435-SRWBJ,5,82.75,417.75,0
8755,9964-WBQDJ,71,24.4,1725.4,0
8756,6303-KFWSL,29,55.25,1620.2,0
8757,1702-CCFNJ,52,61.35,3169.55,0
8758,8932-CZHRQ,68,76.75,5233.25,0
8759,0386-CWRGM,46,19.4,967.85,0
8760,5515-RUGKN,8,54.75,438.05,0
8761,0404-AHASP,72,19.7,1421.9,0
8762,7279-NMVJC,17,19.9,323.15,0
8763,2081-VEYEH,3,107.95,318.6,0
8764,6407-UTSLV,2,83.8,163.7,0
8765,4116-TZAQJ,9,74.25,639.65,1
8766,9060-HJJRW,51,56.4,2928.5,0
8767,2587-YNLES,6,20.1,100.35,0
8768,7398-SKNQZ,3,94.9,273.2,0
8769,5935-FCCNB,17,94.2,1608.15,0
8770,1958-RNRKS,30,49.9,1441.95,0
8771,5136-RGMZO,31,71.05,2168.15,0
8772,8345-MVDYC,45,81.65,3618.7,0
8773,8226-BXGES,64,89.45,5692.65,0
8774,3877-JRJIP,1,59.85,59.85,1
8775,8375-DKEBR,1,69.6,69.6,1
8776,9705-IOVQQ,61,99.0,5969.3,0
8777,7511-YMXVQ,9,45.4,418.8,1
8778,2040-XBAVJ,72,114.45,8100.55,0
8779,1015-OWJKI,1,19.05,19.05,0
8780,7551-JOHTI,1,19.5,19.5,1
8781,8887-IPQNC,7,44.25,313.45,0
8782,8646-JCOMS,66,90.55,6130.95,0
8783,9804-ICWBG,1,69.9,69.9,1
8784,1222-KJNZD,40,20.4,745.3,0
8785,0106-GHRQR,16,71.4,1212.1,0
8786,5318-IXUZF,2,87.15,183.75,1
8787,3768-VHXQO,67,24.85,1583.5,0
8788,8952-WCVCD,41,104.45,4162.05,0
8789,2418-TPEUN,56,19.8,1119.9,0
8790,3963-RYFNS,72,116.45,8013.55,0
8791,3198-VELRD,3,84.75,264.85,1
8792,8540-ZQGEA,54,20.05,1102.4,0
8793,1320-REHCS,52,110.75,5832.0,0
8794,4137-JOPHL,50,89.7,4304.5,0
8795,9436-ZBZCT,14,89.95,1178.4,1
8796,7801-CEDNV,27,48.7,1421.75,0
8797,2057-BOYKM,72,96.6,6827.5,0
8798,3658-QQJYD,62,74.3,4698.05,0
8799,1803-BGNBD,12,54.3,654.5,0
8800,0134-XWXCE,44,74.85,3268.05,0
8801,6950-TWMYB,54,79.95,4362.05,0
8802,7530-HDYDS,38,84.25,3264.5,1
8803,7789-HKSBS,42,105.2,4599.15,0
8804,2586-CWXVV,54,30.4,1621.35,0
8805,5848-FHRFC,68,20.05,1386.9,0
8806,2243-FNMMI,20,19.4,415.4,0
8807,2511-MORQY,50,54.9,2614.1,0
8808,5356-KZCKT,58,24.45,1513.6,0
8809,9470-XCCEM,35,89.65,3161.6,0
8810,6519-CFDBX,2,45.4,80.95,0
8811,3902-MIVLE,63,75.7,4676.7,0
8812,0409-WTMPL,58,110.65,6526.65,0
8813,8763-KIAFH,27,20.55,583.3,0
8814,3669-WHAFY,71,115.15,8078.1,0
8815,3055-VTCGS,63,58.55,3503.5,0
8816,3144-KMTWZ,71,93.25,6669.45,0
8817,7279-BUYWN,41,113.2,4689.5,1
8818,7156-MHUGY,13,90.5,1201.15,1
8819,7198-GLXTC,2,79.0,143.65,1
8820,2007-QVGAW,68,19.35,1292.65,0
8821,5207-PLSTK,1,48.75,48.75,0
8822,2307-FYNNL,65,109.05,7108.2,0
8823,5605-XNWEN,72,25.0,1802.55,0
8824,2155-AMQRX,28,54.9,1505.15,0
8825,6181-AXXYF,72,24.75,1859.1,0
8826,5091-HFAZW,2,91.15,168.5,0
8827,2519-LBNQL,60,104.35,6339.45,0
8828,8623-ULFNQ,26,66.05,1652.4,0
8829,8380-PEFPE,1,71.65,71.65,1
8830,1568-LJSZU,68,92.2,6392.85,0
8831,0516-VRYBW,18,20.15,390.85,1
8832,5687-DKDTV,4,20.35,77.5,1
8833,7416-CKTEP,57,19.6,1134.25,0
8834,3096-IZETN,12,78.1,947.3,1
8835,2348-KCJLT,44,61.5,2722.2,0
8836,8401-EMUWF,42,69.4,3058.3,0
8837,4193-IBKSW,72,24.75,1769.6,0
8838,5377-NDTOU,71,91.05,6293.75,0
8839,5922-ABDVO,19,89.65,1761.05,1
8840,2474-LCNUE,23,73.65,1642.75,0
8841,0839-QNXME,30,19.4,578.5,0
8842,3506-OVLKD,35,26.2,954.9,0
8843,9172-ANCRX,10,98.7,973.25,1
8844,6650-VJONK,1,43.85,43.85,0
8845,2178-PMGCJ,22,69.7,1490.4,0
8846,7492-TAFJD,7,38.55,280.0,0
8847,2773-MADBQ,36,53.1,1901.25,0
8848,6016-LVTJQ,34,20.65,716.4,0
8849,7860-KSUGX,72,64.45,4720.0,0
8850,8966-KZXXA,36,25.1,930.95,0
8851,6910-HADCM,1,76.35,76.35,1
8852,4816-LXZYW,23,79.15,1676.95,1
8853,9606-PBKBQ,32,85.0,2642.05,1
8854,5149-QYTTU,71,95.15,6770.85,0
8855,2070-XYMFH,23,79.35,1835.3,0
8856,2085-BOJKI,17,96.65,1588.25,0
8857,0817-HSUSE,1,75.5,75.5,0
8858,5442-PPTJY,12,19.7,258.35,0
8859,1927-QEWMY,72,20.5,1502.25,0
8860,1663-MHLHE,1,19.2,19.2,0
8861,5663-QBGIS,72,98.35,6929.4,0
8862,4450-MDZFX,60,74.35,4453.3,0
8863,6701-DHKWQ,61,51.35,3244.4,0
8864,7554-AKDQF,6,45.65,323.45,0
8865,3536-IQCTX,32,85.3,2661.1,1
8866,4911-BANWH,31,86.55,2697.4,1
8867,8496-EJAUI,19,73.85,1424.5,1
8868,0794-YVSGE,72,20.3,1401.15,0
8869,5423-BHIXO,32,54.2,1739.6,0
8870,6908-VVYHM,65,90.65,5931.0,0
8871,2959-EEXWB,45,50.9,2333.85,0
8872,1839-UMACK,42,25.05,949.85,0
8873,3030-YDNRM,8,74.85,572.45,0
8874,7321-KKSDU,32,20.5,696.8,0
8875,3402-XRIUO,22,63.55,1381.8,0
8876,3132-TVFDZ,57,44.85,2572.95,1
8877,8286-AFUYI,1,47.95,47.95,0
8878,8080-DDEMJ,1,45.1,45.1,1
8879,8356-WUAOJ,1,45.0,45.0,0
8880,6365-MTGZX,24,96.0,2122.45,1
8881,8058-DMYRU,54,90.05,4931.8,0
8882,6990-YNRIO,65,108.65,6937.95,1
8883,1349-WXNGG,1,20.05,20.05,1
8884,9350-ZXYJC,4,25.3,116.95,0
8885,8958-JPTRR,56,24.3,1261.7,0
8886,6959-GQEGV,45,75.95,3273.8,0
8887,3173-WSSUE,71,19.7,1415.85,0
8888,1265-HVPZB,59,66.4,3958.2,0
8889,4115-UMJFQ,69,35.75,2492.25,0
8890,7369-TRPFD,19,18.8,279.2,0
8891,1098-KFQEC,55,19.4,1083.0,0
8892,7190-XHTWJ,38,19.3,755.5,0
8893,0621-TWIEM,10,45.55,402.6,1
8894,3537-RYBHH,47,67.45,3252.0,0
8895,2485-ITVKB,2,35.1,68.75,1
8896,3669-OYSJI,1,46.2,46.2,1
8897,1612-EOHDH,1,45.15,45.15,1
8898,6702-OHFWR,1,43.3,43.3,1
8899,5296-BFCYD,46,20.1,936.85,0
8900,4510-PYUSH,38,57.15,2250.65,1
8901,9359-JANWS,65,58.9,3857.1,0
8902,7517-SAWMO,19,73.2,1441.1,1
8903,4143-HHPMK,52,85.35,4338.6,1
8904,4547-LYTDD,16,72.65,1194.3,1
8905,9894-QMIMJ,23,55.8,1327.85,0
8906,8069-YQQAJ,14,31.1,419.7,0
8907,2801-NISEI,24,54.95,1348.5,0
8908,3279-DYZQM,71,19.45,1378.45,0
8909,7054-LGEQW,1,45.95,45.95,1
8910,0523-VNGTF,52,50.5,2566.3,0
8911,9575-IWCAZ,6,25.1,171.0,0
8912,7105-MXJLL,26,60.7,1597.4,0
8913,7064-FRRSW,48,99.0,4744.35,0
8914,7940-UQQUG,64,104.4,6721.6,0
8915,0923-PNFUB,3,83.75,247.25,1
8916,3961-SXAXY,1,44.05,44.05,0
8917,7010-BRBUU,72,24.1,1734.65,0
8918,3566-HJGPK,1,45.55,45.55,0
8919,3062-ICYZQ,51,93.8,4539.35,0
8920,9938-PRCVK,41,19.7,804.25,0
8921,0973-KYVNF,72,70.65,5011.15,0
8922,5129-HHMZC,43,86.45,3574.5,0
8923,9637-CDTKZ,72,114.1,8086.4,0
8924,3946-JEWRQ,47,95.2,4563.0,0
8925,7873-CVMAW,72,88.55,6362.35,0
8926,0463-WZZKO,3,20.75,67.1,0
8927,3494-JCHRQ,1,70.05,70.05,1
8928,6474-FVJLC,2,86.0,165.45,1
8929,4524-QCSSM,26,44.65,1156.55,0
8930,5832-EXGTT,29,60.2,1834.15,0
8931,8840-DQLGN,35,100.5,3653.35,1
8932,2039-JONDJ,27,55.45,1477.65,0
8933,7217-JYHOQ,24,70.3,1706.45,0
8934,6695-FRVEC,67,60.4,3953.7,0
8935,6770-XUAGN,1,21.0,21.0,1
8936,4193-ORFCL,1,45.1,45.1,1
8937,1636-NTNCO,4,50.95,207.35,0
8938,3466-WAESX,16,69.1,1083.7,0
8939,9281-PKKZE,46,43.95,2007.85,0
8940,3638-VBZTA,68,86.5,5882.75,0
8941,7459-IMVYU,38,69.95,2657.55,0
8942,7776-QWNFX,30,50.4,1527.5,1
8943,6689-TCZHQ,5,78.95,378.4,1
8944,8563-OYMQY,17,90.95,1612.2,0
8945,0754-EEBDC,4,19.9,76.65,0
8946,5777-ZPQNC,12,20.15,260.7,0
8947,1951-IEYXM,72,90.6,6441.85,0
8948,3318-NMQXL,3,92.0,266.8,0
8949,3143-ILDAL,56,94.45,5124.6,1
8950,1022-RKXDR,41,24.85,962.25,0
8951,2361-FJWNO,40,36.0,1382.9,0
8952,2272-UOINI,7,78.5,571.05,0
8953,8232-UTFOZ,69,19.95,1399.35,0
8954,3750-YHRYO,7,20.65,150.0,0
8955,6637-KYRCV,5,30.5,167.2,0
8956,5668-MEISB,72,106.1,7657.4,0
8957,7188-CBBBA,65,95.5,6153.85,0
8958,5356-CSVSQ,3,64.6,174.2,0
8959,3221-CJMSG,24,51.1,1269.6,0
8960,4720-VSTSI,44,84.8,3862.55,1
8961,3219-JQRSL,72,89.1,6352.4,0
8962,0129-QMPDR,44,20.5,865.05,0
8963,3946-MHCZW,1,50.9,50.9,1
8964,4623-ZKHLY,22,20.45,471.55,0
8965,6732-VAILE,70,85.95,5931.75,0
8966,8201-AAXCB,25,60.35,1404.65,0
8967,7696-CFTAT,37,19.8,726.1,0
8968,1845-CSBRZ,22,85.35,1961.6,0
8969,2123-VSCOT,59,72.1,4194.85,0
8970,6651-AZVTJ,49,99.8,4872.45,1
8971,4566-GOLUK,47,107.35,5118.95,1
8972,2484-DGXPZ,31,19.55,658.95,1
8973,2018-QKYGT,1,81.05,81.05,0
8974,2792-VPPET,3,20.5,76.95,0
8975,7409-JURKQ,53,111.8,5809.75,0
8976,3247-MHJKM,1,20.2,20.2,0
8977,1964-SVLEA,20,19.7,415.9,0
8978,4587-NUKOX,3,79.1,246.5,1
8979,7297-DVYGA,51,19.85,996.95,0
8980,2239-CGBUZ,51,60.5,3145.15,0
8981,0854-UYHZD,13,19.55,265.3,0
8982,3723-BFBGR,24,54.8,1291.3,0
8983,0565-IYCGT,69,78.6,5356.45,1
8984,5447-WZAFP,53,100.3,5200.8,0
8985,5110-CHOPY,60,53.6,3237.05,0
8986,7243-LCGGZ,1,20.9,20.9,0
8987,8267-KFGYD,1,21.05,21.05,0
8988,4890-VMUAV,63,71.5,4576.3,0
8989,9261-WDCAF,3,54.65,189.1,0
8990,3764-MNMOI,46,19.2,908.15,0
8991,7442-YGZFK,1,49.8,49.8,0
8992,0420-BWTPW,8,25.5,215.2,1
8993,8229-BUJHX,71,20.5,1500.95,0
8994,7449-HVPIV,55,90.4,5099.15,0
8995,5504-WSIUR,70,90.25,6385.95,0
8996,8183-ONMXC,2,80.75,159.45,1
8997,8466-PZBLH,67,104.6,6885.75,0
8998,9614-RMGHA,65,91.85,5940.85,1
8999,8735-IJJEG,14,50.2,668.85,0
9000,0564-MUUQK,20,95.5,1916.2,0
9001,5054-IEXZT,1,75.35,75.35,1
9002,5834-ASPWA,1,75.45,75.45,1
9003,0701-RFGFI,49,95.4,4613.95,0
9004,0019-EFAEP,72,101.3,7261.25,0
9005,5619-PTMIK,46,53.1,2459.8,0
9006,3737-XBQDD,24,84.85,2048.8,0
9007,5882-CMAZQ,5,34.25,163.55,0
9008,5846-QFDFI,33,88.6,2888.7,0
9009,4445-KWOKW,42,60.15,2421.6,0
9010,3511-APPBJ,23,99.95,2292.75,0
9011,7967-HYCDE,8,70.7,553.4,0
9012,2430-RRYUW,66,54.8,3465.7,0
9013,3948-XHGNA,24,49.55,1210.4,1
9014,5445-UTODQ,7,81.1,576.65,1
9015,4425-OWHWB,20,19.35,433.75,0
9016,7892-QVYKW,23,85.6,1868.4,0
9017,9675-ICXCT,72,80.8,5728.55,0
9018,1024-VRZHF,11,74.95,825.7,1
9019,4703-MQYKT,21,19.6,390.4,0
9020,9497-QCMMS,1,93.55,93.55,1
9021,5692-ICXLW,31,90.7,2845.15,0
9022,0602-DDUML,57,69.75,3894.4,0
9023,2208-MPXIO,45,20.0,886.4,0
9024,1960-UYCNN,10,95.25,1021.55,0
9025,0348-SDKOL,58,102.1,5885.4,1
9026,3190-FZATL,14,19.95,268.4,0
9027,7336-RLLRH,27,80.85,2204.35,0
9028,4373-MAVJG,14,90.9,1259.0,1
9029,8901-HJXTF,12,29.2,309.1,1
9030,7710-JSYOA,69,93.3,6398.05,0
9031,5419-KLXBN,25,89.15,2257.75,1
9032,3424-NMNBO,58,108.85,6287.25,1
9033,9885-MFVSU,35,46.35,1662.05,0
9034,4514-GFCFI,16,84.75,1350.15,1
9035,0607-MVMGC,45,78.75,3600.65,0
9036,3365-SAIGS,17,83.55,1329.15,0
9037,9828-AOQLM,1,45.7,45.7,1
9038,8000-REIQB,1,69.95,69.95,1
9039,9993-LHIEB,67,67.85,4627.65,0
9040,0266-CLZKZ,67,105.65,6717.9,0
9041,7615-ESMYF,2,44.6,97.1,1
9042,8022-BECSI,22,19.6,422.5,0
9043,3858-VOBET,23,74.95,1710.45,1
9044,7020-OZKXZ,9,75.5,637.4,0
9045,3977-QCRSL,5,20.15,117.95,0
9046,0017-DINOC,54,45.2,2460.55,0
9047,1447-PJGGA,57,95.25,5464.65,1
9048,8565-CLBZW,24,89.85,2165.05,1
9049,9139-WQQDY,49,100.45,4941.8,1
9050,0224-HJAPT,5,47.15,223.15,1
9051,8086-OVPWV,2,80.2,181.1,1
9052,9430-FRQOC,4,87.1,341.45,1
9053,7639-OPLNG,70,79.25,5731.85,0
9054,3074-GQWYX,5,75.9,357.75,1
9055,1492-QGCLU,53,85.7,4616.1,0
9056,6845-RGTYS,47,98.75,4533.7,1
9057,7328-OWMOM,31,20.1,589.25,0
9058,4418-LZMSV,13,61.8,750.1,0
9059,5155-AZQPB,28,49.9,1410.25,0
9060,8861-HGGKB,10,86.45,830.85,1
9061,1087-GRUYI,38,20.4,743.5,0
9062,7065-YUNRY,1,45.3,45.3,1
9063,7694-VLBWQ,67,104.1,7040.85,1
9064,2546-KZAAT,52,75.4,3865.45,0
9065,0181-RITDD,62,108.15,6825.65,0
9066,5989-PGKJB,16,86.25,1340.1,0
9067,4795-KTRTH,5,81.0,371.65,1
9068,8272-ONJLV,12,95.7,1184.0,0
9069,1488-PBLJN,72,116.85,8477.7,0
9070,0308-GIQJT,71,105.75,7382.85,0
9071,3778-FOAQW,24,20.15,456.85,0
9072,4452-ROHMO,15,19.6,331.6,0
9073,6481-OGDOO,67,90.6,6056.15,1
9074,3090-LETTY,2,60.95,134.6,0
9075,5349-AZPEW,5,25.05,125.5,0
9076,3753-TSEMP,15,88.15,1390.6,1
9077,8305-VHZBZ,1,20.2,20.2,1
9078,9720-JJJOR,41,60.3,2511.3,0
9079,8100-HZZLJ,43,63.95,2737.05,0
9080,8775-ERLNB,1,74.3,74.3,0
9081,8309-IEYJD,1,70.6,70.6,0
9082,9172-JITSM,26,90.8,2361.8,1
9083,6298-QDFNH,22,79.35,1730.35,1
9084,7398-HPYZQ,71,90.55,6404.0,0
9085,3546-GHEAE,7,19.45,165.35,0
9086,7361-YPXFS,28,64.45,1867.6,0
9087,6557-BZXLQ,16,69.65,1043.3,0
9088,2550-QHZGP,7,19.5,128.6,0
9089,7519-JTWQH,69,110.5,7455.45,0
9090,2538-OIMXF,1,24.7,24.7,0
9091,8543-MSDMF,3,77.4,206.15,0
9092,9961-JBNMK,21,96.8,2030.3,1
